2.851587831974029541e-01,-1.917029730975627899e-02,-2.967700734734535217e-02,-4.710864275693893433e-02,-2.107932418584823608e-02,3.180073499679565430e-01,1.199614722281694412e-02,-1.336715221405029297e-01,-9.815935045480728149e-02,-3.031145632266998291e-01,2.326667308807373047e-02,3.663939610123634338e-02
-2.568387193605303764e-03,-3.015297353267669678e-01,-3.383398652076721191e-01,1.466462165117263794e-01,-2.185046076774597168e-01,-1.735885739326477051e-01,1.316076964139938354e-01,1.094014197587966919e-01,-1.974688917398452759e-01,1.601805835962295532e-01,1.199467033147811890e-01,-6.495823711156845093e-02
6.136086583137512207e-01,-1.910592615604400635e-01,1.917654722929000854e-01,-1.857293695211410522e-01,-1.072184890508651733e-01,-7.950600981712341309e-02,1.183823272585868835e-01,-1.305103749036788940e-01,2.348028421401977539e-01,-4.750856384634971619e-02,-7.249825634062290192e-03,8.267415314912796021e-02
3.870890140533447266e-01,-4.138461872935295105e-02,-1.045980025082826614e-02,5.588628724217414856e-02,-7.767801731824874878e-02,-1.457910239696502686e-02,2.354055345058441162e-01,3.011652827262878418e-02,-2.621405571699142456e-02,8.871573209762573242e-01,9.815908223390579224e-02,2.335672527551651001e-01
1.880628615617752075e-01,7.924237102270126343e-02,-1.039986237883567810e-01,2.293695211410522461e-01,1.806803792715072632e-02,-1.413401067256927490e-01,7.677541971206665039e-01,2.311190403997898102e-02,-1.308656185865402222e-01,-9.979499876499176025e-02,1.107899378985166550e-02,2.429173439741134644e-01
-7.588351517915725708e-02,-3.189119696617126465e-01,1.841915249824523926e-01,-1.098206862807273865e-01,-2.051483392715454102e-01,-3.924510627985000610e-02,1.264468133449554443e-01,1.756343841552734375e-01,1.929664611816406250e-01,1.433314103633165359e-02,9.952820092439651489e-02,5.184881016612052917e-02
8.726834319531917572e-03,1.238500848412513733e-01,-3.072872059419751167e-03,-1.215555742383003235e-01,-2.664329111576080322e-01,7.927899807691574097e-02,2.369029819965362549e-01,-1.895682141184806824e-02,2.264545708894729614e-01,1.474491208791732788e-01,2.322357892990112305e-01,2.221983224153518677e-01
-4.398062229156494141e-01,-4.789336770772933960e-02,-1.575556397438049316e-02,2.374865487217903137e-02,-6.800848245620727539e-02,-2.302957512438297272e-02,1.784333139657974243e-01,8.664523251354694366e-03,5.634495988488197327e-02,4.240305721759796143e-01,-9.363579563796520233e-03,1.971015632152557373e-01
2.096365951001644135e-02,1.093531958758831024e-02,-1.034019216895103455e-01,-2.160567492246627808e-01,-6.030730903148651123e-02,7.920188456773757935e-02,-8.899044990539550781e-01,3.535011783242225647e-02,-4.601274058222770691e-02,3.037137091159820557e-01,9.325750172138214111e-02,-1.376069188117980957e-01
-1.608144044876098633e-01,1.115168184041976929e-01,-1.176911965012550354e-01,-6.392261385917663574e-02,3.921812474727630615e-01,-6.321956962347030640e-02,5.922308936715126038e-02,-7.480657845735549927e-02,-1.766898930072784424e-01,7.389622181653976440e-02,-5.469726398587226868e-02,1.548867225646972656e-01
