6.896659731864929199e-02,1.293102186173200607e-02,-4.615459591150283813e-02,1.273724883794784546e-01,1.500190645456314087e-01,-4.369857907295227051e-02,-2.836139798164367676e-01,-4.625291749835014343e-02,-2.227903753519058228e-01,1.269363462924957275e-01,-4.656471312046051025e-02,-4.608173966407775879e-01
-3.582419455051422119e-01,4.674813747406005859e-01,-3.329213857650756836e-01,8.188477158546447754e-02,2.976785898208618164e-01,-5.637612938880920410e-01,-1.239627450704574585e-01,4.613510519266128540e-02,4.142908006906509399e-02,-1.604888439178466797e-01,9.237687289714813232e-02,-8.985854387283325195e-01
-3.744432628154754639e-01,-5.108550190925598145e-02,1.178471744060516357e-01,-6.577454805374145508e-01,-1.132577285170555115e-01,-2.183724381029605865e-02,1.871392577886581421e-01,-4.295635223388671875e-02,3.295521140098571777e-01,4.657081961631774902e-01,6.084397435188293457e-03,4.697385728359222412e-01
1.948636770248413086e-01,1.186915114521980286e-01,9.416537731885910034e-02,1.317227482795715332e-01,-3.209431096911430359e-02,5.183116197586059570e-01,-1.022670269012451172e-01,2.525955066084861755e-02,2.108850926160812378e-01,-1.904398798942565918e-01,-6.608702987432479858e-02,1.073139980435371399e-01
1.129602789878845215e-01,1.225015074014663696e-01,5.598901212215423584e-02,-5.069438815116882324e-01,1.110376194119453430e-01,-1.628294587135314941e-01,-1.101727876812219620e-02,-8.386382460594177246e-02,1.502138972282409668e-01,-2.576226592063903809e-01,-1.224330738186836243e-01,3.033732064068317413e-02
2.295228093862533569e-02,-4.367285594344139099e-02,2.074780873954296112e-02,2.329432964324951172e-02,-7.247862964868545532e-02,4.973639249801635742e-01,-1.519065499305725098e-01,-5.396299064159393311e-02,-1.354633569717407227e-01,2.241957485675811768e-01,4.683588817715644836e-02,1.401915699243545532e-01
9.569113142788410187e-03,3.148467838764190674e-02,1.535854637622833252e-01,-1.669260263442993164e-01,1.745202578604221344e-02,-5.790367349982261658e-02,-4.103053826838731766e-03,5.733952671289443970e-02,-1.989986002445220947e-02,-6.779935956001281738e-01,-3.844318538904190063e-02,7.426786422729492188e-02
1.213120341300964355e+00,-2.422506362199783325e-02,-7.505781203508377075e-02,3.531561493873596191e-01,8.094279468059539795e-02,1.187495216727256775e-01,3.767851293087005615e-01,-4.166873916983604431e-02,1.894385963678359985e-01,-1.879225224256515503e-01,1.272755861282348633e-01,-2.952313981950283051e-02
-1.084588319063186646e-01,-2.526792325079441071e-02,8.430793881416320801e-02,3.043750226497650146e-01,-3.171325474977493286e-02,1.988349296152591705e-02,4.011150822043418884e-02,-1.475096773356199265e-02,1.047292277216911316e-01,2.662260457873344421e-02,-1.666016131639480591e-01,8.492093533277511597e-02
6.328934431076049805e-01,8.180761337280273438e-02,2.561051547527313232e-01,-5.755795240402221680e-01,-3.407333791255950928e-02,2.814866304397583008e-01,4.804620146751403809e-01,9.677229821681976318e-02,5.918504204601049423e-03,-5.031272172927856445e-01,1.467847079038619995e-01,-6.694675236940383911e-02
2.945414781570434570e-01,1.898018084466457367e-02,-1.557636857032775879e-01,-1.289520878344774246e-02,5.092221125960350037e-02,-1.280704587697982788e-01,5.055190324783325195e-01,7.657749950885772705e-02,1.679065078496932983e-01,-3.885062783956527710e-02,8.634814992547035217e-03,7.993839979171752930e-01
-5.341543555259704590e-01,-2.499155849218368530e-01,9.796503931283950806e-02,-4.123543202877044678e-01,-2.139369025826454163e-04,-7.496642321348190308e-02,1.315233707427978516e-01,1.329597681760787964e-01,2.028596960008144379e-02,4.258411824703216553e-01,1.865742057561874390e-01,1.293888092041015625e-01
4.550152719020843506e-01,-2.102187722921371460e-01,-1.506121456623077393e-01,2.966847121715545654e-01,2.930810675024986267e-02,1.157550513744354248e-01,1.732750087976455688e-01,1.178124845027923584e-01,1.615252494812011719e-01,-1.645211726427078247e-01,-2.192928194999694824e-01,1.131408140063285828e-01
